path	size_bytes	sha256
blast/bindings/python/tests/test_compose.py	10985	934a41c266308c7b6f1b5ac50ea636ab5fbab16dc5b7e705c15a8b4bd72175bb
blast/bindings/python/tests/test_description.py	5365	e34061b846cb68dd2264f5550c08952c7b74bb86016fd514c73e901225cf7066
blast/bindings/python/tests/test_packaging.py	12492	6269a52cb2e7076ab356f60b758fac70ce6908aef8843651486ab1581fc9c871
blast/bindings/python/uv.lock	14500	15c4807948131bb6972f0e928c755c513663420fea49fb8e605b861b00fdcea2
blast/bindings/rust/Cargo.lock	5560	fbb166bc36bfe7d1788f5bd13b4f3d98c51234335fe250e22d927c9f1dbd8d3c
blast/bindings/rust/Cargo.toml	2754	8c885c79e7ad1716c621f49ae30f47d05dde792723f31f5bd28d4609f9f1739a
blast/bindings/rust/README.md	1099	c0c2dd193f3ddd49ff6ab09d1cdd8b6c125ace243ce02140bedd6290aaf02830
blast/bindings/rust/clippy.toml	476	bbaa9862fd56283d957dc8d835a7bf20ec527e1043362b48655d1be7f3095c0d
blast/bindings/rust/deny.toml	1480	23fbed4ce4d37394cb25f02e2d9014baf0435e19c3f0653c0b64af90ef581d3b
blast/bindings/rust/rust-toolchain.toml	334	79cf06b4cc38cadf0f113c013629d2ad46ea35c68aca1a5ed71a28e2d4875bca
blast/bindings/rust/rustfmt.toml	1129	df0c3eba5b5e6d1c59a5b866f41e2805eecc00a3aa1d24cb2ff981ea3a7f3b87
blast/bindings/rust/src/README.md	314	574ae00505fb4cce6fb25dc34b5e53260bdc4269089ade08c72735262cdfc370
blast/bindings/rust/src/lib.rs	2942	39ccf355d6f6967f9940a451cd3303a8a08244fa55d53dabc341eabab10ba1af
blast/bindings/rust/src/verbs.rs	8239	c84d1dd795e5d60fd2b41bb6c7ea3814ed57dc6e852bb7aac0d203b9f538c9e1
blast/bindings/rust/tests/smoke.rs	756	48c4db54c95749d8706e990ac7acfea5b26f95b1bdad15aba341594e58c1e82f
blast/build.zig	9872	548a6996bde7a27f391d26c1a88c0557acc8e42366c1212cbc09ece8c743bc70
blast/build.zig.zon	1153	9601db47aecaee1ccbaa08e05b36c762c30a858919a2d3a70192f574d7b7eae8
blast/changelog.d/+the-install-guide-predated-the-packages.fixed.md	1055	447cd06fc4a36c9b9ad78a747a5f6e37a671bbabd309608c803e537e11383f87
blast/contract/blast.zone	2057	851c7f932247ba41b44e1002431b7d1bc02616cb455bef8e5fc820e46b689f16
blast/contract/compose.toml	6712	fe68a8de3263d93910143e337825d95770d1bedb98ea4ffe0ae38f2820f68edd
blast/include/README.md	327	d41d55e8887841668ab999a13046ecb65735537ecbf527299848a210e9595e6f
blast/include/blast.h	2962	0f1e61d85b1b44d09a1860ecf740bc33e1243826c7adf526ccc4e0ead83319ee
blast/install.ps1	3527	7a5269b814e564d43cd723cbfc86359aca5ce74bbd256e59e219fe3d8d106044
blast/mise.lock	6290	72674e31a1433777c9c99760674944a887282f2582387ef3bb61611f4093a9d6
blast/quality/ruff.toml	757	3bfa195621cc34b3a615f356faca0d7acf9d6b7d25050063c5289e7241aada40
blast/release-please-config.json	3886	8e842bf3944ef3a91e6ef16cf81945c9d7d163b72aa8650257ae496fa4074b50
blast/src/surface/face/blast/README.md	1358	fd040dba2bbc6a84047df27b11a1cd3fa1845966915f6e7a6b26118b88bd3e39
blast/src/surface/face/blast/blast.zig	25851	cdca64b6a72043bc3053e543e7dd2482933fbfb5f8dc66cf5037532e0b53b82b
blast/src/surface/face/blast/jsonsafe.zig	4892	c2033a4354a8219a0a21550bd831a2084c7d875b7388cd8daf658d65c1287854
blast/src/surface/face/blast/main.zig	3070	30698ef58a6d3fb9026921afac4f02bcce92bf4f88af4b6c227eefd536ce2c5a
blast/src/surface/face/blast/provenance.zig	12528	89647b21d4120fcbbee5bb65062fe27af978ef33ec6de5457ae12ffda58acefc
blast/src/surface/face/blast/repertoire.zig	10603	a555c11bfe275c47b6ee78da2eb8ec136d57d9febe0001fc497daa7ebccbe76a
blast/src/surface/ffi/README.md	857	ee213664b22fd57155ab098946c2a527844603157b1529d3f9d143787dcd2e0a
blast/src/surface/ffi/analytic.zig	11092	983f573c4a34b7016e2095a87888ec1ba3395bd690079b3eeaf20cf6cd4c8e7c
blast/src/surface/ffi/exports.zig	1394	088a1fef412677a72358bb366d48a8104ebc16f3017f576b8fb750f055e730cf
blast/tools/README.md	3222	f2951c583ba4f5e15790d21eef0406b696e5e681853c5ba05ce345f54536b180
blast/tools/registry_readme.py	8980	6b8af7e66fbdacb11acdc5cbd0b58cf2124cfde00948a8780e17796ad1e29562
blast/tools/version_parity.py	6281	1180a985b6417f98c6d0b80af5843caa90cf189406516561ca7bfcbc798472de
blast/towncrier.toml	928	76c935fa06156fa4052e9aa76317361494ebad938d4f4467982ecb913c756dd2
gist/CHANGELOG.md	216784	56d922d2e34d83ea910fa77cc46bffa630078c03f632b0843d46020ad22d502a
gist/CODE_OF_CONDUCT.md	8233	ac106deaa599076e4648e6d1f7988ea10fa20ae018992e5c973b73c48a200eb9
gist/CONTRIBUTING.md	13759	d1305258764106421a97f8e7723322c8c4faba6499b9c2fac4195d1ab55a2029
gist/LICENSE	11348	f44fd94e7ccf9753e145a55ddf826169f6c0b5f89bcf1d02532711adf5bc1f88
gist/NOTICE	756	bf680aaeb114cc00d4c92f54556d0b5e965647930de5f16d50da6318c6ecd76a
gist/README.md	53076	a85c951f7076dcc740692c1c0f3a088fa9b1e72e9d4d8a959084feb8408feefc
gist/SECURITY.md	7049	7bfb1727f6b14693540ba65c7333f8b7211860249406bfe3140e871359dcf320
gist/assets/README.md	893	b058cc513a71dca4c977d6499e97ed112d2d7f5ce5ac03ac9a2031e024e64b8e
gist/bench/README.md	6115	61f09a5403ca40fbbc06367b46c6cddfcb694695380d0ed5437381fe9391093a
gist/bench/apparatus/README.md	2091	26e600279b7cccec5b8e85d6c9d67ede3ef374a272b124156553d07f3e7e25cc
gist/bench/apparatus/corpora/README.md	4470	b6b143772ea403d2da29ce2530538ac601a44f85b1921fe510eabb401ceb8693
gist/bench/apparatus/corpora/fetch.sh	5926	870a6d86f245fee9aa7221e0b22c4730d7096643acfbac94f7d0df481cd74b34
gist/bench/apparatus/corpora/sweep.py	15457	4ce9bb3d0e94fdc7c402cdd7072d33c0ea00d223a34a55da1cdde39c1227b8f0
gist/bench/apparatus/corpora/torture.py	12335	f15462e3afccbaaa1e84f5fb19a92587d4d7d55236906cc8c4d6601ff901f15b
gist/bench/apparatus/harness/README.md	4423	407d6ac2381b634787b2e86ea2724e50ce7019962301f0199f8391abda3733c7
gist/bench/apparatus/harness/bench.zig	30812	a01ad77b4612e5d4c543504a70f76753a4e1c199ab165e4fbcedec673e46d92c
gist/bench/apparatus/harness/certify.zig	19674	5e511591c99e1989647eb9888b53353efccf417f6d826639b20793c5c6cd7b6b
gist/bench/apparatus/harness/flagbench.zig	34358	ee03c64772202a1e2f45b991a2bbb85b62d59efb320a9b8fdba5bbaaf0a6a925
gist/bench/apparatus/harness/sessionprof.zig	34823	ba5df3afb2f07db296e0a334b579b7177da2e9371d908f7d6859359bcd618a04
gist/bench/apparatus/roots.sh	2427	93e50ff347288aa43e9e6f07ab32d0777e738375e52d02b71ca98d66e5367586
gist/bench/certificate/README.md	11609	08e8be235fdcd3089d39c3ab2ae658139b5305bf6839fc0b2e263edd3750420f
gist/bench/certificate/artifact/README.md	2283	1a25fea952eed1da4853a27b30d15fd8a25c7ed319c3d6c8d6d28f669aae2d80
gist/bench/certificate/guard/README.md	2125	eb2ba279d00aca4d8484b6715b568273c0c3035ee5feb79900794a12d9b20523
gist/bench/certificate/guard/artifacts.py	19173	e5c77fc9d3ad7f1fce36fc5638801e8d51b02838409a12fc4f9d31ad583f3517
gist/bench/certificate/guard/layers.py	4921	6263e1b03773f81eac3dbefd0fb35335167d12701bfba00b65ad8e45de56e0c2
gist/bench/certificate/guard/ratio.py	10615	41569814053fb0a98c8c07d39b3eccf62568641ebf5eadc0723f1ca3a4b22769
gist/bench/certificate/guard/ratio_baseline.json	753	3059c920cf2a5b24f1b62416bc0afef358570b24780c7d17ef94298d8e36ad2c
gist/bench/certificate/guard/release.py	9981	2d523d36772d179e569c8b38193d233febefc1f94eacaf6ad4cc34b33a45698b
gist/bench/certificate/guard/test_release.py	6333	5dcee95008ef7a119886305c4db3cee56331290ee82b5b7eaf7f0fed7544e397
gist/bench/certificate/ledger/README.md	2315	a47c2b05018d28b4493c22f028f39e5becc23969d5b2c0d35d4799ae2684b5a1
gist/bench/certificate/ledger/ledger.py	22136	7b3659a481c5f7e8baab47a83849df896131ed10a258471bcc70dd3f6cc2e156
gist/bench/certificate/ledger/test_ledger.py	14161	633004f9fb317b0100161de460ce639d0147fe45f4422a73bf2024aa2894ba44
gist/bench/certificate/mint/README.md	2395	c364bdcfa0de5859e87a8955c1caf8ca10daf6e904436e30649e9f1776917587
gist/bench/certificate/mint/crest.sh	2666	58a569e35154d487f6b9414c3abc9ae54a3e2551523c88b172e5c32dac25e3f5
gist/bench/certificate/mint/mint.sh	21229	f4ae58992ea68f6b772e1738425f34c560d66eec0b55b0810eca7930c4f1e84a
gist/bench/certificate/mint/rank.sh	7210	603010342bb1825981749cf753cc9fa20cc9fe832a1b768e28ef4581af756099
gist/bench/certificate/mint/relate.sh	6182	c502f32c5dbaee54dd5806706411566127695c929145f566920b3302bdf9a84e
gist/bench/certificate/mint/splice.sh	9112	db1fa3a5de0e8b747671cb20c219fa93ac0a78fb7adad385a677d463703d9637
gist/bench/certificate/mint/warm.sh	10160	0e2d895685ad615b85a7f6127992b7b467bbaa1734f8464441b9b64d703d322a
gist/bench/certificate/report/README.md	2050	715eaeb272c39b36db84ed27f7ae4d47cf5e92ef7f35127d08828419c7880ffe
gist/bench/certificate/report/codex.py	17532	e3913fa82eddd9b011cce2260987c67a001bdd266593cd997a85987906d57ca6
gist/bench/certificate/report/crest.py	8289	06a113c3bd50e1e7b095cbf1313af81daf2b82ae768611813f51468ad5bfd2fb
gist/bench/certificate/report/indexq.py	23738	545d220f77aebd5c5ac22fb34301968a90f47ac822147ffbeb3240a1296c3d4b
gist/bench/certificate/report/multipattern.py	26547	7880c65d0b104c20d9b83c122a21706e81298dd9a720639535496dc211841047
gist/bench/certificate/report/portable.py	27909	0d4723380ff93c9e4d60a046a8c6b001919782e9555c3f08209bc0f8ed482194
gist/bench/certificate/report/rank.py	17345	d8b66c42a2e9d9961004ec0f09088bd031ac54366d12228c8bb24447a4127627
gist/bench/certificate/report/relate.py	7395	ead634192d083775ee171657dc12c4ea4ec44e4e198eb3e7f9c3e330de235f0b
gist/bench/certificate/report/scale.py	37584	e0eecf12a1325c769e8bf2817504fd737e181c7d6ecd7f3ff4fcef458ff9cc25
gist/bench/certificate/report/scanner.py	32956	f52684b360817177d3447e0077cb7e269eca974d42bc8de844b9fada1ea9cd6d
gist/bench/certificate/report/stats.py	12289	c2ef35b1cefef5fc226413e0617ffa0a22d9ce8aa8b432ce0c2beba4a5d9bb20
gist/bench/certificate/report/test_crest.py	1184	7dfd2d44c2ab962ef097809bc75ebd19aa5601c7e0ab6bc7ab1c48481ecb4f70
gist/bench/certificate/report/test_scanner_residual.py	8262	f4a17799db13c48a32867f6705594ea84142818c18b394b240f56a2ce719dca3
gist/bench/certificate/report/warm.py	10767	f7400cf073632ba89975ff316b0017beeefe0cb210455c3f3c4220228aeeb3b1
gist/bench/conformance/README.md	2835	fd354297c70833e6b7d5dc2afcad4a2dd6ef203d172306f89c3a1d941874f67c
gist/bench/conformance/diag/README.md	1667	0f08f2855eb9de10537d78373e8c210ca6c59cdcc70ae4d6242f410477e641d1
gist/bench/conformance/diag/golden.py	6283	cdea7b50158b7866bab5baf03fc36a3fc1307fb7ada9f34906d1bc20f0ee61f4
gist/bench/conformance/diag/golden/gist-rank-live.txt	68	370e6cd136d02c4d2b7841e3e9d0389e462a4a1c7f584d03f96c1f5bbe5c5f64
gist/bench/conformance/diag/golden/irregex-blast.txt	144	ade460ea3b71310e7be74b7e5e81429e7a151ecf8af2e59dab21ab8cbd609f7c
gist/bench/conformance/diag/golden/irregex-context.txt	128	e1fd4c1728fa2be44437827071a2c115b43d9aa464fa74ff058514b38b33f7af
gist/bench/conformance/diag/golden/irregex-family.txt	124	526aaf310e746135945b2a6bf56290d5ce9a09fdc9f6890a49df3169104db0a2
gist/bench/conformance/diag/golden/irregex-provenance.txt	203	cdec24bd918f977fd5ed199f7e03fcbe50e3edd0a1b12df2af8820edab8582e1
gist/bench/conformance/diag/golden/relate-clusters.txt	82	c65cfa168ffaa295f73e8dfe3b1469a7459fd8fab02df26d78972de0fb5156af
gist/bench/conformance/diag/golden/relate-dups.txt	58	5f8e5c73867cb8dbc5702a189b0a205f1984ed5793529df604d23ef403178d45
gist/bench/conformance/diag/golden/relate-echoes.txt	60	acd267209aad5400ee305616c121f1320d0a113f2b688100d286d3307de1c2b9
gist/bench/conformance/diag/golden/relate-pack.txt	124	d355d7cf03ee6443393dd8e1813ca1e79192ae969c94a1d42776b7b619db1f5d
gist/bench/conformance/diag/golden/relate-patterns.txt	56	047b3ca8ed8a09330e0dc77560468af734938115852d633871a911840f04cc75
gist/bench/conformance/diag/golden/relate-search.txt	83	cf9a1d4fd2067b9111baa61fb7a98318af2df7ffa3e66f24f6a7e1eddfa938a4
gist/bench/conformance/diag/golden/relate-similar.txt	59	63b482db42967e998f6760ff0c18c8176e32f239881005f13bc5b0d84716b0a4
gist/bench/conformance/gates/README.md	8739	86e6960d91637e41374b0ca31093ba04e00dce774706d819da0f273e7b031f20
gist/bench/conformance/gates/contract/README.md	2075	010189765c10d831f19374cf96c73b94a1bb0e77d3c3711c70345f55337f1927
gist/bench/conformance/gates/contract/ci_order.sh	10190	45b875305b1c53b38b9e1b07480c2bcb7a6493289e64fa9ee07117262d1b83ea
gist/bench/conformance/gates/contract/enum_determinism.sh	6318	e7268ff6d1e6c367a0e6b1f163e5cdb91de7f2a7270b3936757adb7de17c7c11
gist/bench/conformance/gates/contract/fail_closed.sh	8346	e1ac2c2b6ccf04aa6582f1353fdcf8a31d6a9b58f99dff681991791ab989fce3
gist/bench/conformance/gates/contract/freshness_fs.sh	13854	7484d5bc3a77bde75a38f3a1f873dc3e9cb6e54cc829bd22bedb1b9ebf93ccf3
gist/bench/conformance/gates/contract/streams.sh	9254	702b48d83cd2bf81c3f577d47ced221d9172094e3af0bbf35649947aea9f9ab3
gist/bench/conformance/gates/oracle/README.md	1029	8a08ed6ddcef93075b2b88b58fc14ef8bf8c2391a2078e820d0e72d1de0d96d7
gist/bench/conformance/gates/oracle/index_size_accounting.py	5189	be1ffd1f8c02da4a8ddc74ffe6a2418e7ffc4575c4537c3da699468511140983
gist/bench/conformance/gates/oracle/indexed_pcre_oracle.py	18475	c99ebf92e08d26873a1dcf19bc7cef07c7ff143ca39c2e651b42613d4445a73f
gist/bench/conformance/gates/parity/README.md	6448	f9acf87183bcb29ca360bbc3b4dcde7ebe43fe013e84f78ca14d73e3a7db4ec7
gist/bench/conformance/gates/parity/equality.sh	3113	31dd6e26edaac7088f97babd3cd68582cdb43227a77fef1b80cd8d6fd949c3d8
gist/bench/conformance/gates/parity/index_elision_parity.sh	8855	0cb297149e6d8a6e487e1fef580c319247b7325d826be79cdfdeaf0a44c79536
gist/bench/conformance/gates/parity/line_parity.sh	11179	914573f0e3a5b148a33e9a1b9f9bee8acb3e08113ec849da4b2f6bc497716ac2
gist/bench/conformance/gates/parity/partition_parity.sh	16019	912ab08023f630b9540b964e218780789a84ef875232003b5ab148e42e5448f0
gist/bench/conformance/gates/parity/patterns_corpus_parity.sh	17294	d6d75e74110ba9659abedbf3398676172057806495ec8b1e3e66629ea8fb2cfd
gist/bench/conformance/gates/parity/phantom_walk_parity.sh	14022	649e9838590982c8b7c9dd324634718e109904c4ee288de47d13bb1ffb2ec172
gist/bench/conformance/gates/parity/scan_regress.sh	5847	ed8bfeea64d535e2eca3baae034bb3adc637d64bb1027a5f5a0740f6450b4b1b
gist/bench/conformance/gates/parity/type_union_parity.sh	10038	4ada5574b927e66abad2469a9cc03bc20b8e69f879170ac7c71af866e4a234d2
gist/bench/conformance/gates/parity/unicode_parity.sh	5607	07dfef176237fb2526616f4ef5ec5d06bdb8e31d6c9e41804350da81c70faa88
gist/bench/conformance/rgsuite/README.md	34655	d26e356093dfb68adb4337477d16b828187d52baae30f2202ee90bfeae7baf4e
gist/bench/conformance/rgsuite/_oracle.py	10385	d4cc23c397d41eaf4b03a616125062ed5bb3ab9da8fc761234a7fccefe133834
gist/bench/conformance/rgsuite/check_results.py	9001	62c56335b20eecd03903ddd05ba919f0f82a4a88d05c695c9e35b4dc02b82acc
gist/bench/conformance/rgsuite/coverage_manifest.toml	6139	fdfb3b3d9ebf3a2ee980b2cf3ffa0eeb17dc68ce215a5082f2efdc6097aef66e
gist/bench/conformance/rgsuite/dbg.py	1771	a748ecb546992a11671741d87d9615ff233f0907d2e59ca3e0ce622470963c1a
gist/bench/conformance/rgsuite/flags.py	27477	27ced91727349f8df15ff959c660b558096883d9eb4c3697d0adb01c95fecf77
gist/bench/conformance/rgsuite/fuzz.py	26407	1af8b37844bb049845de6c676cbcd29575ea76810c249dfc5398b057792d1ace
gist/bench/conformance/rgsuite/fuzz_baseline.json	907	38e208ec32974532ef41de79c3b1ad02c7e5bcbbcee4c468e55c74443c33f5ca
gist/bench/conformance/rgsuite/mine.py	23031	9c3c95e7a771f62b675d54b39401c980e385444ca7348ff1e3d115142abab3a3
gist/bench/conformance/rgsuite/modes.py	18209	f456649cd5bbd09ab0471bc37673e5f5545920dabad5a886c886e9f04081e1c0
gist/bench/conformance/rgsuite/results.json	74325	983b23a872e43774e6e9abf15e87916118cf67e8690a704c5318d85a39635596
gist/bench/conformance/rgsuite/run.py	15401	9b73f8e9ba57cbdcdd10cf624eb4ff09a783e76d73725cdbc7b0e9bed5390b0d
gist/bench/conformance/rgsuite/spec.json	3631628	f0e80e089341b509dc71a9667dbcb9483551f263a5fc9fc1f3c10c95b73320c2
gist/bench/conformance/rgsuite/stress.py	15884	75c56011913034dfbb8ea8591936b9c0e38a3feca210687d654433f2fad7e8f5
gist/bench/conformance/rgsuite/surface.py	24562	66f225b0956695562baae2e9cc86dd5430994fcf89be3bc2577a0836669b9be9
gist/bench/conformance/rgsuite/transforms.py	24781	fa2616885be4a501fcb0d3fe59b045dabb7971db1e19228f75b12ae7fb0085e3
gist/bench/conformance/shapes/CERTIFICATE_MATRIX.md	6190	45e06c13c23454e0453f4bac60a2d06c2db4d1f3555fe1194a3cadcd05c9979e
gist/bench/conformance/shapes/README.md	7626	8ec7ea5c69ccbe201a1df4a3f148021dd30dc4456c68f5abb8ca015802f4a9e1
gist/bench/conformance/shapes/baseline.json	2370	272d95af2f9b41b7acd447eb1a802d8f2933868cfb2008ef1621c010d18cefb2
gist/bench/conformance/shapes/shapes.csv	1244	4d44e0727a99894aa4991d65a35c4c4774c7c9fe880c09d9ff822fa889903fd4
gist/bench/conformance/shapes/shapes.py	21326	b26e8ed7a18e52c5661b06959fe0c2b46ec0f9e9f5a99c2a3fd48b9f899dc17f
gist/bench/conformance/shapes/shapes.toml	17591	f5db8006b9a1e19ef38a8fa02132434cbea23a25b9f6e36b376bed4b99d4fb22
gist/bench/conformance/targets/README.md	20717	9c3022783be0b4d49ded41ddfc7050c9c39b62116b0500aefdd4151ec0724c3d
gist/bench/conformance/targets/corpus.py	6361	5e5504634df5f6bb14237fbd09e9bdb756d93dfaffee4a37d8ba25ca2971defd
gist/bench/conformance/targets/crossbuild.py	8714	3e4c5eba3f1fa3587e703c05f22866b5b44736952d1c85f5cb500c715458b66e
gist/bench/conformance/targets/matrix.py	10137	f2864ee11ffa521a29c791159d5e4921d890f9f6d1190ae2f8396fb5f95930da
gist/bench/conformance/targets/objfmt.py	7522	776f2c3b81bb4d1c9a8a3af4b2883a54a70103471dee969d6587ffc5117811c9
gist/bench/conformance/targets/portable.py	21863	dba914205238540efe352a9f92a5dc450f542694a51506b94f043cc5ef078ca9
gist/bench/conformance/targets/ripgrep-matrix.json	6272	ec0cdbd64ebb2ac88d015dabe486796c1d1e8cfcab8a914db01ce9cfce21648b
gist/bench/conformance/targets/slate.py	10202	1d442ff9f7bf2032304cf36eead98912c0807f176e7d0cd7c5b9d83f248b3506
gist/bench/dominance/README.md	2341	97bd79a929cdd31b4ae6e6c17941a24dc556ef2ab0f6f9f6157aeec752515f4f
gist/bench/dominance/evaluate/README.md	4636	c0f03e7abd6549058192f8def2a45fe2d5625006dc2239b9d143a820d95484bb
gist/bench/dominance/evaluate/artifact/README.md	950	36b488a600970db9f24daa5663713665b80466957090e4750e100b0d273f3736
gist/bench/dominance/evaluate/evaluate.py	14373	20a24406c0d97e12469b4b4bc7ca78d30259d8ab05006ed1f7b23ab178c748ab
gist/bench/dominance/evaluate/provenance.py	9399	8bcc9f33b0eceb4247fb2c3c45fce1eadaa6daead46216f4e47373b16f276285
gist/bench/dominance/evaluate/regimes.py	17271	6d074261e57f4dcbc8fca866847d3354cbbe401c11acb5a552c3c064ad0908d9
gist/bench/dominance/evaluate/report.py	14847	ad1dccec55eccf6f4184492f66dd2b7bc78e9276f70fef15c5d1597345e47f6a
gist/bench/dominance/evaluate/test_evaluate.py	7807	5b2fac6b928c1fb867822166184e095091393798dae0a91439acdae8258b21af
gist/bench/dominance/partition/README.md	6207	febf8dea5e36e5f6605582dd00ed15e6cf4061f9cb0a94480372ea7a07b603c1
gist/bench/dominance/partition/certify_partition.sh	15203	de166a61a2c374d141f2055f115d6b0a047f7241c189f737cf0f61b0dbc485a1
gist/bench/dominance/partition/fixture_expected.json	264	3d45e964debaedea8b7625273c0516ef862ca6b16235d06ac616cdafd1d6c1b3
gist/bench/dominance/partition/gate_partition.py	8346	75b9534744d14b6b18090b1eb7a3d5b24080d37175c8b6a4b69080fc9251a65a
gist/bench/dominance/partition/partition_baseline.json	1253	0117cb2796e18e6539676caa86f017d446bb2729b2c6134d2c702f51a4775bb9
gist/bench/dominance/partition/partition_macro.csv	107	00741d5baf2afb7a98ac351a2dd9bc0e1cb026c02f3cac344fe52a9000ee8857
gist/bench/dominance/partition/partition_meta.json	969	d9f9c2212419292abf4cfaa169d3812510d7e53e4e05559514a0702dffc7adff
gist/bench/dominance/races/README.md	10180	03f2ae2cac9de4fea7274340d2b9d954aee41ef06aeb01cd50dc2cf9b5037c79
gist/bench/dominance/races/artifact/README.md	2670	a05c18ae30d6523bc340f8532e4d11747f3fcb1549f9b73e772ac64328066c64
gist/bench/dominance/races/artifact/cold.csv	1829	0fbc5be586dd916f5b473f982f721006cd4ed0e91a8933c3113a73155cc129bb
gist/bench/dominance/races/artifact/regex.csv	5094	3f0d50d16f712465cc39606d14bf64dce65b2b5bad72f5d52419e32a8701cc5e
gist/bench/dominance/races/artifact/scan_progression.json	1148	13c52f4a9204447800c769db3ee8cb9113b8aaae2bdd3c1b718f57c4a3205098
gist/bench/dominance/races/artifact/warm.csv	1339	26ae3c298afefd220516e2ac914cebe3a36c9172bb174796fb64ba15c6b75778
gist/bench/dominance/races/cold.sh	6038	ac3f7f8f2678f34475ee8a7b4d53c968587e1c4dc9de804429243749bed37a45
gist/bench/dominance/races/field.sh	21971	15bae5f770798ca16897a1d40f071cafc374039cf762c2b14466660dea3ca11a
gist/bench/dominance/races/multipattern.sh	20929	54ef202dda0707ae16fde461acda37b0332d8fd603af226fdd5c138f18d36524
gist/bench/dominance/races/pcre.sh	4657	41a61730e9187ae3b5f19fb0eb1ee6d591d85ea90d7debfc3d357676a1908fd9
gist/bench/dominance/races/regex.sh	4755	550d7b46881d5043e71e58f8cb32e90bbd25d8bb25bf19504d69a11f92fea81b
gist/bench/dominance/races/relate.sh	7713	b98fcad4631ea8517670d097776ce1868dcd1b7b814d750bf264c2638e5d8d73
gist/bench/dominance/races/scanner.sh	18602	f279c5e02d508fd789494d78303d2d433f12abeac0d1339a1540662ff4f44448
gist/bench/dominance/races/searchzip.sh	5492	27a9c1fd5d99afa4f37fbc9ae6c758b8fe622ce342a3eb2cfde62324751bc636
gist/bench/dominance/races/warm.sh	3871	0c65c4cb5c0adad329fe477e62db24d680379cf1943a1ff8205288f24651ea7b
gist/bench/dominance/session/README.md	5158	484f8f6c7c283c1704040c1cc87d1d8174ff52ddfca59f52535d6d607ee9a689
gist/bench/dominance/session/certify_session.sh	10314	55bdbe2ca9cfe2071669e951acf750bcdefd3fedfd92d92a7970d3b1f4851e5f
gist/bench/dominance/session/gate_session.py	5296	d2364530d7f82a4e29cdb6ca1ae7d19c7f57bb912b64380eced17f9d47f81678
gist/bench/dominance/session/session.csv	387	6e3c2b3df09bec5c632ee812835521490f9acb59760973699a4a0ea3cf7673e4
gist/bench/dominance/session/session_baseline.json	741	0f63c95eb8b18e315111a97f42978038b5aa82a713c236d5be46bfdaf373d864
